age_range,industry,job_title,annual_salary,"How much additional monetary compensation do you get, if any (for example, bonuses or overtime in an average year)? Please only include monetary compensation here, not the value of benefits.",currency,"If ""Other,"" please indicate the currency here: ",country,"If you're in the U.S., what state do you work in?",What city do you work in?,current_years_experience,How many years of professional work experience do you have in your field?,education,gender,What is your race? (Choose all that apply.)
25-34,Nonprofit,Other,37000,,USD,,United States,California,"Camarillo, CA ",8 - 10 years,1 year or less,College degree,Woman,White
35-44,Education,Other,46800,0.0,USD,,United States,Ohio,Toledo,11 - 20 years,11 - 20 years,High School,Woman,White
25-34,Retail/Sales,Manager (General),60000,15000.0,USD,,United States,Washington,Tacoma,5-7 years,8 - 10 years,High School,Man,White
25-34,Arts/Design,Manager (General),90000,0.0,CAD,,Canada,,Montreal,5-7 years,5-7 years,Master's degree,Man,White
45-54,Information Technology,Engineer (Non-software),170000,45000.0,USD,,United States,Texas,Austin,21 - 30 years,21 - 30 years,College degree,Man,Asian or Asian American
25-34,Legal,Other,130000,20000.0,GBP,,United Kingdom,,London,2 - 4 years,2 - 4 years,Master's degree,Woman,Middle Eastern or Northern African
35-44,Agriculture,Manager (General),30000,0.0,GBP,,United Kingdom,,Portsmouth,11 - 20 years,8 - 10 years,Some college,Man,White
35-44,Nonprofit,Director,59000,0.0,USD,,United States,Illinois,Chicago,11 - 20 years,11 - 20 years,PhD,Man,White
35-44,Education,Professor/Faculty,35000,,GBP,,United Kingdom,,Fuck off,2 - 4 years,5-7 years,PhD,Man,
25-34,Information Technology,IT/Systems,43000,0.0,USD,,United States,Pennsylvania,Philadelphia,8 - 10 years,2 - 4 years,Master's degree,Man,White
25-34,Retail/Sales,Supervisor,20675,0.0,GBP,,United Kingdom,,York,11 - 20 years,5-7 years,Master's degree,Man,White
25-34,Finance,Auditor,58398,1500.0,USD,,United States,South Carolina,Columbia,5-7 years,5-7 years,Master's degree,Woman,White
25-34,Government,Other,76000,0.0,USD,,United States,New York,Albany,5-7 years,5-7 years,Master's degree,Woman,White
45-54,Information Technology,Director,237000,40000.0,USD,,United States,Oregon,Portland,21 - 30 years,21 - 30 years,Some college,Man,White
45-54,Information Technology,Director,135000,20000.0,USD,,United States,Arizona,Phoenix,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Media/Entertainment,Other,43000,,GBP,,United Kingdom,,London,8 - 10 years,8 - 10 years,Master's degree,Man,Asian or Asian American
25-34,Marketing,Marketing Manager,50000,,USD,,United States,Florida,Daytona Beach,2 - 4 years,2 - 4 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
25-34,Information Technology,Other,156000,0.0,USD,,United States,Washington,Seattle,8 - 10 years,5-7 years,Master's degree,Woman,White
25-34,Information Technology,Engineer (Non-software),135000,12500.0,USD,,United States,Illinois,Chicago,8 - 10 years,2 - 4 years,College degree,Woman,Asian or Asian American
35-44,Government,Analyst (General),47000,0.0,USD,,United States,Minnesota,Saint Paul,5-7 years,5-7 years,High School,Man,White
25-34,Legal,Librarian,66000,1000.0,USD,,United States,Virginia,Richmond,8 - 10 years,5-7 years,Master's degree,Woman,White
35-44,Arts/Design,Director,48000,,GBP,,United Kingdom,,London ,11 - 20 years,11 - 20 years,College degree,Man,"Black or African American, White"
35-44,Arts/Design,Other,20000,1000.0,GBP,,United Kingdom,,London,8 - 10 years,1 year or less,PhD,Woman,White
35-44,Information Technology,Other,48000,0.0,CAD,,Canada,,Winnipeg,5-7 years,5-7 years,College degree,Man,White
35-44,Education,Manager (General),100000,10000.0,USD,,United States,California,Santa Clara,11 - 20 years,8 - 10 years,Master's degree,Man,White
25-34,Legal,Administrative Assistant,36400,,USD,,United States,Missouri,Saint Louis,2 - 4 years,2 - 4 years,College degree,Woman,White
25-34,Engineering/Manufacturing,Other,105000,8000.0,USD,,United States,Indiana,"Columbus, Indiana",8 - 10 years,8 - 10 years,Master's degree,Man,Asian or Asian American
55-64,Engineering/Manufacturing,HR Generalist/Manager,42000,,USD,,United States,Pennsylvania,Grove City,31 - 40 years,11 - 20 years,Master's degree,Woman,White
25-34,Other,Coordinator,67000,2500.0,USD,,United States,Massachusetts,Boston,5-7 years,2 - 4 years,College degree,Woman,White
45-54,Arts/Design,Director,80000,0.0,GBP,,United Kingdom,,(Rural),21 - 30 years,21 - 30 years,College degree,Man,White
45-54,Education,Other,70000,0.0,USD,,United States,New York,Ithaca,21 - 30 years,21 - 30 years,College degree,Man,White
25-34,Engineering/Manufacturing,Engineer (Non-software),97000,,USD,,United States,Massachusetts,Waltham,8 - 10 years,2 - 4 years,Master's degree,Man,White
45-54,Information Technology,Consultant,230000,,USD,,United States,Minnesota,Minneapolis,21 - 30 years,21 - 30 years,College degree,Man,White
25-34,Engineering/Manufacturing,Engineer (Non-software),85000,,USD,,United States,Massachusetts,Boston,5-7 years,5-7 years,College degree,Woman,White
25-34,Hospitality,Social Media,36000,,GBP,,United Kingdom,,London,5-7 years,5-7 years,College degree,Woman,White
45-54,Government,Manager (General),61392,0.0,USD,,United States,Tennessee,Nashville,11 - 20 years,11 - 20 years,College degree,Woman,White
25-34,Nonprofit,Other,52000,,USD,,United States,Washington,Seattle,2 - 4 years,2 - 4 years,College degree,Woman,White
25-34,Media/Entertainment,Other,36000,,GBP,,United Kingdom,,Glasgow,5-7 years,5-7 years,Master's degree,Woman,White
25-34,Information Technology,Software Engineer,130000,,EUR,,Germany,,Berlin,5-7 years,5-7 years,Master's degree,Man,White
35-44,Media/Entertainment,Manager (General),59000,1000.0,GBP,,United Kingdom,,London,11 - 20 years,11 - 20 years,Not Specified,Woman,White
35-44,Nonprofit,Director,105000,0.0,USD,,United States,New York,New York City,11 - 20 years,11 - 20 years,Master's degree,Man,Asian or Asian American
25-34,Other,Other,54800,2500.0,USD,,United States,Illinois,Chicago,2 - 4 years,2 - 4 years,College degree,Woman,White
25-34,Nonprofit,Other,52000,0.0,USD,,United States,California,San Jose,2 - 4 years,2 - 4 years,College degree,Woman,"Asian or Asian American, White"
18-24,Finance,Data Scientist/Analyst,63700,0.0,USD,,United States,Minnesota,Minneapolis ,1 year or less,1 year or less,College degree,Woman,White
25-34,Information Technology,Software Engineer,137000,14000.0,USD,,United States,District of Columbia,Washington,5-7 years,5-7 years,College degree,Man,White
35-44,Health,Manager (General),86700,2000.0,USD,,United States,Massachusetts,Boston,11 - 20 years,8 - 10 years,College degree,Man,White
35-44,Health,Director,165450,0.0,CAD,,Canada,,na,21 - 30 years,11 - 20 years,Master's degree,Woman,White
25-34,Arts/Design,Other,18000,0.0,USD,,United States,Rhode Island,Johnston,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
25-34,Information Technology,Engineer (Non-software),110000,15000.0,USD,,United States,Texas,Austin,5-7 years,2 - 4 years,Master's degree,Woman,White
25-34,Other,Manager (General),64000,1800.0,USD,,United States,Iowa,Marion ,5-7 years,5-7 years,Master's degree,Woman,White
25-34,Nonprofit,Manager (General),62000,,USD,,United States,District of Columbia,Washington ,8 - 10 years,5-7 years,Master's degree,Woman,White
25-34,Finance,VP/Senior Leadership,130000,50000.0,USD,,United States,New York,New York City,5-7 years,5-7 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
25-34,Retail/Sales,Marketing Manager,86000,8600.0,USD,,United States,,Oaxaca de Juarez (home). Company I work for is based in Los Ángeles ,11 - 20 years,8 - 10 years,College degree,Woman,White
45-54,Information Technology,Product Manager,225000,33000.0,USD,,United States,Oregon,Medford,21 - 30 years,21 - 30 years,Master's degree,Woman,White
25-34,Information Technology,Director,100000,0.0,CAD,,Canada,,Toronto,5-7 years,2 - 4 years,College degree,Woman,White
35-44,Education,Professor/Faculty,75000,0.0,USD,,United States,Illinois,Chicago,11 - 20 years,11 - 20 years,Master's degree,Woman,White
35-44,Finance,Other,58000,,GBP,,United Kingdom,,Remote,11 - 20 years,11 - 20 years,College degree,Man,White
25-34,Information Technology,Manager (General),77500,1200.0,CAD,,Canada,,Toronto,11 - 20 years,5-7 years,Some college,Woman,Black or African American
35-44,Arts/Design,Director,48000,,USD,,Other,,Curitiba,21 - 30 years,5-7 years,Master's degree,Man,"Hispanic, Latino, or Spanish origin, White"
25-34,Engineering/Manufacturing,Engineer (Non-software),75000,,USD,,United States,California,San Diego,2 - 4 years,2 - 4 years,College degree,Woman,"Asian or Asian American, White"
35-44,Information Technology,Software Engineer,173000,0.0,USD,,United States,Illinois,Chicago,8 - 10 years,8 - 10 years,Some college,Man,White
25-34,Energy,Other,52000,,USD,,United States,Maryland,Crownsville,5-7 years,5-7 years,College degree,Man,White
25-34,Marketing,Director,75000,0.0,USD,,United States,Illinois,Chicago,8 - 10 years,8 - 10 years,College degree,Woman,White
25-34,Information Technology,QA/Test Engineer,60000,500.0,USD,,United States,California,Irvine,5-7 years,5-7 years,Master's degree,Man,White
35-44,Marketing,Other,45000,0.0,GBP,,United Kingdom,,London,11 - 20 years,11 - 20 years,College degree,Man,White
35-44,Biotech,Other,37500,0.0,GBP,,United Kingdom,,Loughborough ,5-7 years,5-7 years,PhD,Man,White
35-44,Nonprofit,Director,89000,,USD,,United States,California,Sacramento,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Engineering/Manufacturing,Project Manager,170000,35000.0,USD,,United States,Oregon,Portland,11 - 20 years,11 - 20 years,Master's degree,Man,White
25-34,Marketing,Manager (General),165000,25000.0,USD,,United States,California,San Francisco,11 - 20 years,11 - 20 years,College degree,Man,White
25-34,Information Technology,Manager (General),120000,1.0,USD,,United States,Massachusetts,Seattle,8 - 10 years,2 - 4 years,Master's degree,Woman,White
18-24,Information Technology,Software Engineer,115000,2500.0,USD,,United States,Iowa,Des Moines,2 - 4 years,2 - 4 years,Some college,Man,White
35-44,Finance,Manager (General),90100,13500.0,CAD,,Canada,,Burnaby,21 - 30 years,11 - 20 years,Some college,Man,White
45-54,Health,Other,75000,375.0,USD,,United States,Ohio,Columbus ,31 - 40 years,21 - 30 years,College degree,Woman,White
35-44,Information Technology,Software Engineer,142000,,USD,,United States,Minnesota,Coon Rapids,11 - 20 years,11 - 20 years,College degree,Man,White
25-34,Government,Other,37954,,USD,,United States,Pennsylvania,Philadelphia,2 - 4 years,1 year or less,Some college,Woman,Black or African American
45-54,Real Estate,Director,108000,50000.0,GBP,,United Kingdom,,Maidstone,21 - 30 years,21 - 30 years,Master's degree,Man,White
35-44,Engineering/Manufacturing,Director,92000,40000.0,GBP,,United Kingdom,,Duxford,8 - 10 years,2 - 4 years,PhD,Man,White
25-34,Finance,Manager (General),55000,4000.0,USD,,United States,Michigan,Rockford,8 - 10 years,2 - 4 years,College degree,Man,White
35-44,Education,Professor/Faculty,59000,15000.0,USD,,United States,Pennsylvania,Pittsburgh,11 - 20 years,11 - 20 years,PhD,Woman,White
35-44,Nonprofit,Other,25097,,GBP,,United Kingdom,,Nottingham,11 - 20 years,11 - 20 years,College degree,Man,White
35-44,Retail/Sales,Manager (General),69500,0.0,USD,,United States,Arizona,Chandler,21 - 30 years,11 - 20 years,College degree,Man,White
35-44,Government,Director,113500,,USD,,United States,Michigan,Rochester,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Marketing,Other,54000,1000.0,USD,,United States,Florida,Venice,8 - 10 years,8 - 10 years,College degree,Woman,White
25-34,Government,Other,94000,0.0,CAD,,Canada,,Ottawa,2 - 4 years,2 - 4 years,Master's degree,Woman,White
45-54,Education,Professor/Faculty,50000,0.0,USD,,United States,Texas,Prefer not to say,11 - 20 years,11 - 20 years,PhD,Woman,White
25-34,Finance,Other,69000,3500.0,USD,,United States,Texas,DFW,2 - 4 years,2 - 4 years,Master's degree,Woman,White
25-34,Media/Entertainment,Other,50000,0.0,GBP,,United Kingdom,,London,8 - 10 years,5-7 years,College degree,Woman,Black or African American
25-34,Information Technology,Data Scientist/Analyst,225000,200000.0,USD,,United States,California,San Francisco,5-7 years,2 - 4 years,PhD,Man,White
25-34,Information Technology,Data Scientist/Analyst,90000,0.0,USD,,United States,Wisconsin,Milwaukee,8 - 10 years,8 - 10 years,College degree,Man,White
25-34,Information Technology,Data Scientist/Analyst,160000,25000.0,USD,,United States,New York,New York City,5-7 years,2 - 4 years,College degree,Man,Asian or Asian American
25-34,Information Technology,Software Engineer,70000,0.0,USD,,United States,New York,New York City,8 - 10 years,2 - 4 years,College degree,Man,White
25-34,Marketing,Supervisor,90000,,USD,,United States,Rhode Island,Providence,11 - 20 years,8 - 10 years,Master's degree,Woman,Another option not listed here or prefer not to answer
25-34,Government,Coordinator,34000,0.0,USD,,United States,Georgia,Athens,2 - 4 years,2 - 4 years,College degree,Woman,White
25-34,Engineering/Manufacturing,Engineer (Non-software),116000,0.0,USD,,United States,Pennsylvania,Pittsburgh,11 - 20 years,11 - 20 years,College degree,Man,White
25-34,Arts/Design,Other,18000,0.0,CAD,,Canada,,Toronto,5-7 years,2 - 4 years,Some college,Woman,"Black or African American, White"
25-34,Nonprofit,Manager (General),26000,,GBP,,United Kingdom,,Leeds,2 - 4 years,2 - 4 years,Master's degree,Woman,White
45-54,Media/Entertainment,Other,75700,0.0,USD,,United States,New Jersey,Westwood,21 - 30 years,11 - 20 years,College degree,Man,White
35-44,Information Technology,Software Engineer,108000,7000.0,USD,,United States,Illinois,Chicago,11 - 20 years,11 - 20 years,Master's degree,Man,White
35-44,Information Technology,Software Engineer,210000,21000.0,USD,,United States,Massachusetts,Arlington ,11 - 20 years,11 - 20 years,Some college,Man,White
45-54,Energy,Other,33500,3350.0,GBP,,United Kingdom,,Birmingham,11 - 20 years,11 - 20 years,High School,Man,White
35-44,Information Technology,Other,165000,10000.0,USD,,United States,Maryland,Baltimore,11 - 20 years,8 - 10 years,Master's degree,Man,White
25-34,Arts/Design,Other,85000,0.0,USD,,United States,New York,NYC,8 - 10 years,8 - 10 years,College degree,Woman,White
under 18,Hospitality,Professor/Faculty,34320,,USD,,United States,California,San Jose,1 year or less,1 year or less,Not Specified,Woman,White
25-34,Media/Entertainment,Director,115000,,USD,,United States,Texas,Richmond ,11 - 20 years,5-7 years,High School,Woman,"Hispanic, Latino, or Spanish origin"
25-34,Media/Entertainment,Other,70000,5000.0,USD,,United States,California,Los Angeles,5-7 years,5-7 years,College degree,Woman,White
25-34,Finance,Other,85000,5000.0,USD,,United States,Alaska,Fairbanks,5-7 years,5-7 years,College degree,Woman,White
25-34,Information Technology,Writer/Editor,81120,,USD,,United States,Georgia,Atlanta,5-7 years,2 - 4 years,College degree,Woman,"Asian or Asian American, White"
35-44,Finance,Administrative Assistant,81000,5000.0,USD,,United States,New York,New York,11 - 20 years,11 - 20 years,College degree,Woman,White
25-34,Information Technology,Engineer (Non-software),80000,,USD,,United States,New York,New York,2 - 4 years,2 - 4 years,Some college,Woman,White
25-34,Information Technology,Analyst (General),90000,,USD,,United States,North Carolina,Durham,5-7 years,2 - 4 years,Master's degree,Woman,White
25-34,Other,HR Generalist/Manager,44000,,USD,,United States,Ohio,Perrysburg,2 - 4 years,2 - 4 years,College degree,Woman,White
45-54,Health,Director,90000,10000.0,GBP,,United Kingdom,,London,21 - 30 years,21 - 30 years,PhD,Man,White
35-44,Business/Consulting,Consultant,70000,16000.0,USD,,United States,New Jersey,Parsippany,11 - 20 years,8 - 10 years,Master's degree,Man,White
55-64,Engineering/Manufacturing,Manager (General),72000,,GBP,,United Kingdom,,Glasgow,31 - 40 years,21 - 30 years,College degree,Man,White
25-34,Education,Coordinator,64480,960.0,USD,,United States,California,Los Angeles,5-7 years,5-7 years,Master's degree,Woman,White
25-34,Government,Data Scientist/Analyst,89170,0.0,USD,,United States,Oregon,Portland,8 - 10 years,2 - 4 years,College degree,Man,White
35-44,Information Technology,Software Engineer,200000,,USD,,United States,Virginia,Alexandria,11 - 20 years,11 - 20 years,College degree,Man,White
25-34,Information Technology,Software Engineer,180000,,USD,,United States,New York,New York City,5-7 years,5-7 years,College degree,Woman,White
25-34,Information Technology,Software Engineer,66000,0.0,EUR,,Germany,,Stuttgart,8 - 10 years,8 - 10 years,Master's degree,Man,White
